"PlotNumber","SiteUnit1","SiteUnit2","SiteUnit3","SiteUnit4","SiteUnit5","SiteUnit6","SiteUnit7","SiteUnit8","SiteUnit9","SiteUnit10","SiteUnit11"
"2181","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg21Achnric-Festsax-Antenar-Cladoni","SUBASS Gg21 Achnric-Festsax-Antenar/Cladoni(typic)",,,"IDF dk 4 /Gg21b"
"9447","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"94OS007","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"94OS03","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"94OS04","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"95K*070","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"95KI038","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"95LM11A","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"964153","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"R113781","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"BG  xw 2 /Gg24"
"3081","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"94150","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"9485","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"9493","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"9523055","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"9523056","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"9523065","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"95K*087","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"95K*108","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"95K*118","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"95K*121","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"95K*126","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"95KI111","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"95RC*26","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"964130","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"964132","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"964149","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"964157","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"96RC015","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Achnric-Hespcur (low 20s)","ALLIANCE Hespcur",,"ASSOC Gg24 Hespcur-Koelmac/Cladoni",,,,"IDF xm   /Gg24"
"K08-050","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Achnhym",,"%ASSOC Gg28 Achnhym-Hespcom",,,,"BG  xh 2 /Gg28"
"K08-051","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Achnhym",,"%ASSOC Gg28 Achnhym-Hespcom",,,,"BG  xh 2 /Gg28"
"K08-052","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Achnhym",,"%ASSOC Gg28 Achnhym-Hespcom",,,,"BG  xh 2 /Gg28"
"K08-109","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Achnhym",,"%ASSOC Gg28 Achnhym-Hespcom",,,,"BG  xh 2 /Gg28"
"K08-112","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Achnhym",,"%ASSOC Gg28 Achnhym-Hespcom",,,,"BG  xh 2 /Gg28"
"770212","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xh 3 /Gg27"
"94186","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xh 3 /Gg27"
"94210","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xh 3 /Gg27"
"95KI040","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xh 3 /Gg27"
"95K*092","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xw 2 /Gg27"
"95K*099","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xw 2 /Gg27"
"95KI091","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xw 2 /Gg27"
"95RC*10","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"%ASSOC Gg27 Hespcom-Artefri",,,,"BG  xw 2 /Gg27"
"K16-001","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"PP  xh 2 /Gg25"
"K16-002","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"PP  xh 2 /Gg25"
"K16-003","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"PP  xh 2 /Gg25"
"9425","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"BG  xh 3 /Gg25"
"95KI024","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"BG  xh 3 /Gg25"
"95KI033","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"BG  xh 3 /Gg25"
"95RC003","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"BG  xh 3 /Gg25"
"98-129","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"BG  xh 3 /Gg25"
"831321","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"BG  xh 2 /Gg25"
"831340","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Hesperus - Achnanthum (20 series)","SUBORDER Hespcom-Sporcry (high 20 series)","ALLIANCE Hespcom",,"ASSOC Gg25 Sporcry-Hespcom",,,,"BG  xh 2 /Gg25"
"K01-383","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Pseuspi (0-20)","SUBORDER Pseuspi (lower)","%ALLIANCE Pseuspi-Arctuva (high elevation)",,"Gg05 ASSOC Pseuspi-Arctuva(ESSF/MS)",,,,"ESSFxc 3 /Gg05"
"98-858","SUPERCLASS Grassland/Brushland","CLASS Pseuspi (Warm(southern)  Grasslands/brushlands)","ORDER Pseuspi (0-20)","SUBORDER Pseuspi (lower)","%ALLIANCE Pseuspi-Arctuva (high elevation)",,"Gg05 ASSOC Pseuspi-Arctuva(ESSF/MS)",,,,"ESSFxv 2 /Gg05"
